Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Department,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
GAM,JEA 881,Glyphorynchus,spirurus,,,Passeriformes,U,,Mon Aug 24 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A3",1,,ad,0,0,0,,0,
GAM,JEA 882,Myrmeciza,nigricauda,,,Passeriformes,U,,Mon Aug 24 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"E1,A4",0,,0,0,1,0,,1 Coleoptero,
GAM,JEA 883,Grallaria,alleni,,,Passeriformes,U,,Mon Aug 24 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A5",30,,ad-juv-bab,0,0,0,,0,
GAM,JEA 884,Automolus,rubiginosus,,,Passeriformes,U,,Mon Aug 24 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A2;E1,A3",9,,juv-ad,>10,7,0,,0,
GAM,JEA 885,Dysithamnus,puncticeps,,,Passeriformes,U,,Tue Aug 25 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A4",2,,ad,0,0,0,,0,
GAM,JEA 886,Mionectes,olivaceus,,,Passeriformes,U,,Tue Aug 25 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A6;E1,A5",4,,juv-babY,4,0,0,,0,
GAM,JEA 887,Mionectes,olivaceus,,,Passeriformes,U,,Tue Aug 25 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A7;E1,A5",3,,ad,0,1,0,,0,
GAM,JEA 889,Thalurania,colombica,,,Apodiformes,U,,Tue Aug 25 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,C7",6,,ju-ad,0,0,0,,0,
GAM,JEA 890,Bangsia,edwardsi,,,Passeriformes,U,,Tue Aug 25 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A1",3,,2 juv- 1 baby,0,0,0,,0,
GAM,JEA 891,Chlorospingus,flavigularis,,,Passeriformes,U,,Tue Aug 25 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A8;E1,A7",1,,ad,0,0,0,,abeja?,
GAM,JEA 892,Chlorospingus,flavigularis,,,Passeriformes,U,,Tue Aug 25 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,D7",7,,ba-ju-ad,0,0,0,,0,
GAM,JEA 893,Tangara,icterocephala,,,Passeriformes,U,,Wed Aug 26 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,C2",5,,ba-ju-ad,0,0,0,,0,
GAM,JEA 896,Bangsia,edwardsi,,,Passeriformes,U,,Wed Aug 26 00:00:00 PDT 2009,Colombia,Narino,Barbacoas,"Barbacoas, Reserva El Pangan, sendero Sabaleta",Junin,"Reserva el Pangan, sendero Sabaleta",1°21'19.65'',078°04'37.51'',771,YES,,Universidad Icesi,"P1,A9",3,,juv-ad,0,0,0,,0,
GAM,JEA 899,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Thu Sep 10 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,C8",11,,ba-ju-ad,0,0,0,,0,
GAM,JEA 900,Atlapetes,schistaceus,,,Passeriformes,U,,Thu Sep 10 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"E1,D6;E1F4",0,,0,>5_5,0,0,,0,
GAM,JEA 901,Metallura,tyrianthina,,,Apodiformes,U,,Fri Sep 11 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"E1,B9",0,,0,7,0,0,,0,
GAM,JEA 902,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Fri Sep 11 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,D9",15,,ba-ju-ad,0,0,0,,0,
GAM,JEA 904,Heliangelus,amethysticollis,,,Apodiformes,U,,Fri Sep 11 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"E1,C1",0,,0,2,0,0,,0,
GAM,JEA 907,Metallura,tyrianthina,,,Apodiformes,U,,Sat Sep 12 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,D6",1,,ju,0,0,0,,0,
GAM,JEA 909,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Sat Sep 12 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,F5",4,,imm,0,0,0,,0,
GAM,JEA 910,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Sat Sep 12 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,E4",2,,ba,0,1,0,,0,
GAM,JEA 911,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Sun Sep 13 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,G5",3,,ba,0,0,0,,0,
GAM,JEA 912,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Sun Sep 13 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,F1",4,,ju-ad,0,0,0,,0,
GAM,JEA 914,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Sun Sep 13 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"E1,B7",0,,0,0,1,1,,0,
GAM,JEA 915,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Mon Sep 14 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,D10",5,,ba-ju-ad,0,0,0,,0,
GAM,JEA 917,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Mon Sep 14 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,G1",3,,imm,0,0,0,,0,
GAM,JEA 918,Chlorospingus,flavopectus,trudis,,Passeriformes,U,,Tue Sep 15 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,F4",1,,ju,0,0,0,,0,
GAM,JEA 919,Buthraupis,montana,,,Passeriformes,U,,Tue Sep 15 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,C1,E1,B4",17,,ba-ju-ad,many,0,0,,0,
GAM,JEA 921,Iridosornis,rufivertex,,,Passeriformes,U,,Wed Sep 16 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,E5",8,,ba-ju,0,0,0,,0,
GAM,JEA 923,Melanerpes,formicivorus,,,Piciformes,U,,Wed Sep 16 00:00:00 PDT 2009,Colombia,Santander,San Andres,"San Andres, vda. Santa Cruz, Fca. El Tablon",vda. Santa Cruz,Fca. El Tablon,"6°44'41.06""","72°47'43.22""",2696,YES,,Universidad Icesi,"P1,B4",8,,ba-ju-ad,0,0,0,,0,
GAM,4,Ramphocelus,carbo,,,Passeriformes,U,22,Fri Mar 08 00:00:00 PST 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,B5",8,,ju-ad,0,0,0,,0,
GAM,1134,Saltator,maximus,,,Passeriformes,U,34,Fri Mar 08 00:00:00 PST 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,B4",1,,ad,0,0,0,,0,
GAM,1137,Momotus,momota,,,Coraciiformes,U,110,Fri Mar 08 00:00:00 PST 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,B2",10,,ba-ju-ad,0,0,0,,0,
GAM,1138,Gallinago,paraguaiae,,,Charadriiformes,U,98,Sat Mar 09 00:00:00 PST 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,a10",>100,2 ecomorphs,0,0,0,0,,0,
GAM,6,Turdus,nudigenis,,,Passeriformes,U,59,Sun Mar 10 00:00:00 PST 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,E6",9,,ju-ad,0,0,0,,0,
GAM,11,Piaya,cayana,,,Cuculiformes,U,95,Sun Mar 10 00:00:00 PST 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,C5",16,,ba-ju-ad,0,0,0,,0,
GAM,VSA 049,Brotogeris,cyanopterus,,,Psittaciformes,U,,Sun Mar 10 00:00:00 PST 2013,Colombia,Meta,Puerto Gaitan,"Puerto Gaitan, vda. Alto Manacacias, Fca. Manacacias",vda. Alto Manacacias,Fca. Manacacias,Buscar,Buscar,,YES,,Universidad Icesi,"P2,F6",18,,ba-ju-ad,0,0,0,,0,
GAM,50,Cacicus,cela,,,Passeriformes,U,35,Mon Mar 11 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,D7",37,2 ecomorphs,ba-ju-ad,0,0,0,,0,
GAM,51,Jacana,jacana,,,Charadriiformes,U,62,Mon Mar 11 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,E8",>50,,ba-ju-ad,0,0,0,,0,
GAM,1146,Colinus,cristatus,,,Galliformes,U,132,Mon Mar 11 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,B1",15,,ju-ad,0,0,0,,0,
GAM,52,Dryocopus,lineatus,,,Piciformes,U,180,Fri May 03 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,a9",12,,ad,0,0,0,,0,
GAM,1149,Brachygalba,lugubris,,,Galbuliformes,U,16.75,Fri May 03 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"E1,J6",0,,0,5,0,0,,,
GAM,1153,Colinus,cristatus,,,Galliformes,U,12.5,Sat May 04 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,B3",30,2 ecomorphs,ba-ju-ad,0,0,0,,0,
GAM,54,Progne,tapera,,,Passeriformes,U,36,Sun May 05 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,F7",5,,ad,0,0,0,,0,
GAM,1157,Chaetura,meridionalis,,cf,Apodiformes,U,20.25,Mon May 06 00:00:00 PDT 2013,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,,,NA,NA,200-225,YES,,Universidad Icesi,"P2,A7",2,,ju,0,0,0,,0,
GAM,VSA 62,Psaracolius,decumanus,,,Passeriformes,M,,Mon Sep 30 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,G7;E1,G1",65,,imm,0,0,0,,endo?lombriz?,
GAM,AFA 26,Arremon,taciturnus,,,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,NA,NA,350-400,YES,,Universidad Icesi,"E1,F7",0,,0,Many,0,0,,0,
GAM,JEA 1169,Tersina,viridis,,,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,J4",1,,imm,0,0,0,,0,
GAM,JEA 1170,Manacus,manacus,,,Passeriformes,F,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,H6",29,,ju-ad,0,0,0,,0,
GAM,JEA 1171,Manacus,manacus,,,Passeriformes,F,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,H3",5,,ju-ad,0,0,0,,0,
GAM,JEA 1173,Pipra,filicauda,,,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,J7",10,,ju-ad,0,0,0,,0,
GAM,JEA 1174,Pipra,filicauda,,,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,H7",0,,0,>5,2,0,,0,
GAM,JEA 1175,Pachyramphus,polychopterus,,,Passeriformes,F,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,I2",1,,ju,0,0,0,,0,
GAM,JEA 1176,Nyctidromus,albicollis,,,Caprimulgiformes,F,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,H4",5,,ba-ju-ad,0,0,0,,0,
GAM,JEA 1177,Catharus,fuscescens,,,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,H2",0,,0,>10,0,0,,0,
GAM,KEMB 8,Turdus,leucomelas,,,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,F10;P1,I4;E1,G3",2,,ju,MANY,0,0,,endo?lombriz?,
GAM,VSA 64,Tachyphonus,luctuosus,,,Passeriformes,F,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,G4",0,,0,0,1,0,,0,
GAM,VSA 71,Turdus,leucomelas,,,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,I3;E1,G2",16,,ba-ju-ad,>10,0,0,,0,
GAM,AFA 25,Sicalis,flaveola,,cf,Passeriformes,M,,Tue Oct 01 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,NO,,,,,,,,,,,,
GAM,AFA 27,Melanerpes,rubricapillus,,,Piciformes,F,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,NA,NA,350-400,YES,,Universidad Icesi,"P1,H8",>30,,ba-ju-ad,0,0,0,,0,
GAM,AFA 28,Dendroplex,picus,,,Passeriformes,F,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,NA,NA,350-400,YES,,Universidad Icesi,"P1,I6",4,,ba-ad,0,0,0,,0,
GAM,AFA 29,Hypnelus,ruficollis,,,Galbuliformes,M,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,NA,NA,350-400,YES,,Universidad Icesi,"P1,G8",7,,ba-ju,0,0,0,,0,
GAM,ESS 17,Hypnelus,ruficollis,,,Galbuliformes,M,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,G10;E1,F8",7,,ba-ju-ad,0,0,0,,endo?lombriz?,
GAM,JEA 1180,Columbina,talpacoti,,,Columbiformes,U,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,H2",20,2 ecomorphs,ba-ju-ad,0,0,0,,0,
GAM,JEA 1181,Forpus,conspicillatus,,,Psittaciformes,M,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,H1",4,,imm-ad,0,0,0,,0,
GAM,JEA 1184,Phaethornis,hispidus,,,Apodiformes,F,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,G8",0,,0,4,0,0,,0,
GAM,JEA 1190,Leptotila,rufaxilla,,,Columbiformes,Indet.,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,H7",7,2 ecomorphs,ju-ad,0,0,0,,0,
GAM,JNGD 17,Ramphocelus,carbo,,,Passeriformes,F,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,H10",1,,ad,0,0,0,,0,
GAM,LNT 26,Columbina,talpacoti,,,Columbiformes,F,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,I10",27,3 ecomorphs,imm-ad,0,0,0,,0,
GAM,VSA 66,Atalotriccus,pilaris,,,Passeriformes,M,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,J2",1,,ad,0,0,0,,0,
GAM,VSA 67,Pipra,filicauda,,,Passeriformes,M,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,J1",1,,ad,0,0,0,,0,
GAM,VSA 68,Dendrocincla,fuliginosa,,,Passeriformes,F,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,I9;E1,G6",5,,imm-ad,0,0,0,,0,
GAM,JDC 17,Vireo,olivaceus,,,Passeriformes,M,,Wed Oct 02 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,NO,,,,,,,,,,,,
GAM,ESS 18,Mionectes,oleagineus,,,Passeriformes,F,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,G7",0,,0,>10,0,0,,0,
GAM,JDC 14,Leptopogon,amaurocephalus,,,Passeriformes,M,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,G9",0,,0,MANY,0,0,,0,
GAM,JDC 15,Volatinia,jacarina,,,Passeriformes,F,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,J3",1,,ba,0,,0,,0,
GAM,JEA 1183,Nyctidromus,albicollis,,,Caprimulgiformes,M,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,G6",5,,imm-ad,0,0,0,,0,
GAM,JEA 1185,Turdus,albicollis,,,Passeriformes,F,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,J5;E1,H4",6,,ju-ad,MANY,0,0,,0,
GAM,JEA 1186,Turdus,albicollis,,,Passeriformes,M,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"P1,I7;E1,G5",11,,ba-ju-ad,MANY,0,0,,0,
GAM,JEA 1187,Myrmeciza,longipes,,,Passeriformes,F,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,H1",0,,0,>5,0,0,,0,
GAM,JEA 1188,Myrmeciza,longipes,,,Passeriformes,F,,Thu Oct 03 00:00:00 PDT 2013,Colombia,Casanare,Aguazul,"Aguazul,vda. Iguamena, Fca. El porvenir",vda. Iguamena,Fca. El porvenir,Buscar,Buscar,350-400,YES,,Universidad Icesi,"E1,G10",0,,0,2,0,0,,0,
